permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,first_funding_year,last_funding_year
/organization/hansen-medical,Hansen Medical,http://www.hansenmedical.com,Health Care,115971247,ipo,USA,CA,SF Bay Area,Mountain View,5,2002-01-01,2002-01,2002-Q1,2002,2011-12-08,2015-03-25,2011,2015
/organization/blue-bottle-coffee,Blue Bottle Coffee,http://www.bluebottlecoffee.com,Coffee|E-Commerce,115700000,operating,USA,CA,SF Bay Area,Oakland,3,2002-01-01,2002-01,2002-Q1,2002,2012-01-01,2015-06-04,2012,2015
/organization/cyanogen,Cyanogen,http://cyngn.com,Services|Software,115000000,operating,USA,CA,SF Bay Area,Palo Alto,3,2013-12-01,2013-12,2013-Q4,2013,2013-09-18,2015-03-23,2013,2015
/organization/solexant,Siva Power,http://www.sivapower.com/,Clean Technology,115000000,operating,USA,CA,SF Bay Area,San Jose,8,2006-01-01,2006-01,2006-Q1,2006,2007-08-30,2015-01-29,2007,2015
/organization/kineto-wireless,Kineto Wireless,http://www.kineto.com,Mobile|Wireless,114449379,acquired,USA,CA,SF Bay Area,Milpitas,12,2001-01-01,2001-01,2001-Q1,2001,2001-05-16,2012-04-24,2001,2012
/organization/coraid,Coraid,http://www.coraid.com,Storage,114300000,operating,USA,CA,SF Bay Area,Redwood City,4,2000-01-01,2000-01,2000-Q1,2000,2009-12-01,2013-12-01,2009,2013
/organization/five9,Five9,http://www.five9.com,Enterprise Software|Technology,114100000,ipo,USA,CA,SF Bay Area,San Ramon,8,2001-01-01,2001-01,2001-Q1,2001,2004-04-28,2014-03-10,2004,2014
/organization/adconion-media-group,Adconion Media Group,http://www.adconion.com,Ad Targeting|Advertising|Entertainment,114000000,acquired,USA,CA,Los Angeles,Santa Monica,3,2005-01-01,2005-01,2005-Q1,2005,2007-01-31,2011-05-09,2007,2011
/organization/coulomb-technologies,"ChargePoint, Inc.",http://www.chargepoint.com,Clean Technology,113993598,operating,USA,CA,SF Bay Area,Campbell,7,2007-01-01,2007-01,2007-Q1,2007,2009-01-26,2014-07-29,2009,2014
/organization/sibeam,SiBEAM,http://www.sibeam.com,Mobile|Semiconductors,113750000,acquired,USA,CA,SF Bay Area,Sunnyvale,6,2004-12-01,2004-12,2004-Q4,2004,2004-12-01,2010-03-09,2004,2010
/organization/silk-road-medical,Silk Road Medical,http://www.silkroadmed.com,Health Care,113625793,operating,USA,CA,SF Bay Area,Sunnyvale,6,2007-01-01,2007-01,2007-Q1,2007,2007-05-07,2015-10-20,2007,2015
/organization/actelis-networks,Actelis Networks,http://www.actelis.com,Internet|Software|Web Hosting,113616859,operating,USA,CA,SF Bay Area,Fremont,8,1998-01-01,1998-01,1998-Q1,1998,2001-06-06,2013-06-24,2001,2013
/organization/axcient,Axcient,https://axcient.com,Archiving|Business Services|Cloud Computing|Enterprise Software|Flash Storage|Homeland Security|Storage|Virtualization,113500000,operating,USA,CA,SF Bay Area,Mountain View,7,2006-01-01,2006-01,2006-Q1,2006,2008-09-01,2015-02-18,2008,2015
/organization/yapstone,YapStone,http://www.yapstone.com,Finance|Finance Technology|Financial Services|FinTech|Mobile Payments|Payments,113400000,operating,USA,CA,SF Bay Area,Walnut Creek,3,1999-01-01,1999-01,1999-Q1,1999,2009-08-13,2015-03-31,2009,2015
/organization/vigilant-solutions,Vigilant Solutions,http://vigilantsolutions.com/,Law Enforcement|Licensing,113214186,operating,USA,CA,SF Bay Area,Livermore,2,2005-01-01,2005-01,2005-Q1,2005,2014-08-27,2015-04-23,2014,2015
/organization/genomatica,Genomatica,http://www.genomatica.com,Clean Technology,113125621,operating,USA,CA,San Diego,San Diego,4,2000-01-01,2000-01,2000-Q1,2000,2010-04-08,2014-03-07,2010,2014
/organization/eharmony,eHarmony,http://eharmony.com,Curated Web,113000000,operating,USA,CA,Los Angeles,Santa Monica,2,2000-08-01,2000-08,2000-Q3,2000,2000-06-01,2004-11-01,2000,2004
/organization/money360,Money360,http://www.money360.com/,Real Estate,113000000,operating,USA,CA,"Orange County, California",Ladera Ranch,3,2010-01-01,2010-01,2010-Q1,2010,2014-01-01,2015-04-14,2014,2015
/organization/udemy,Udemy,http://www.udemy.com,Education|Marketplaces|Technology,113000000,operating,USA,CA,SF Bay Area,San Francisco,5,2010-02-01,2010-02,2010-Q1,2010,2010-08-31,2015-06-02,2010,2015
/organization/restoration-robotics,Restoration Robotics,http://restorationrobotics.com,Biotechnology|Health Care,112999999,operating,USA,CA,SF Bay Area,Mountain View,4,2002-01-01,2002-01,2002-Q1,2002,2007-08-13,2014-11-10,2007,2014
/organization/ardelyx,Ardelyx,http://www.ardelyx.com,Biotechnology,112785321,ipo,USA,CA,SF Bay Area,Fremont,3,2007-01-01,2007-01,2007-Q1,2007,2010-11-16,2015-06-22,2010,2015
/organization/xirrus,Xirrus,http://www.xirrus.com,Cloud Management|Mobile,112724312,operating,USA,CA,Los Angeles,Thousand Oaks,7,2004-01-01,2004-01,2004-Q1,2004,2006-01-30,2015-03-13,2006,2015
/organization/zenverge,Zenverge,http://www.zenverge.com,Semiconductors,112254773,acquired,USA,CA,SF Bay Area,Cupertino,9,2005-01-01,2005-01,2005-Q1,2005,2007-02-05,2013-12-10,2007,2013
/organization/infinera,Infinera Corporation,http://www.infinera.com,Telecommunications|Web Hosting,112000000,ipo,USA,CA,SF Bay Area,Sunnyvale,4,2000-01-01,2000-01,2000-Q1,2000,2002-11-15,2007-10-23,2002,2007
/organization/appirio,Appirio,http://www.appirio.com,Cloud Computing|Enterprise Software|SaaS|Software,111700000,operating,USA,CA,SF Bay Area,San Francisco,5,2006-09-09,2006-09,2006-Q3,2006,2008-03-13,2015-04-16,2008,2015
/organization/spinal-modulation,Spinal Modulation,http://www.spinalmodulation.com,Health Care|Medical Devices,111270388,operating,USA,CA,SF Bay Area,Menlo Park,5,2004-01-01,2004-01,2004-Q1,2004,2006-01-24,2013-06-07,2006,2013
/organization/accumetrics,Accumetrics,http://www.accumetrics.com,Biotechnology,110640466,acquired,USA,CA,San Diego,San Diego,9,1996-01-01,1996-01,1996-Q1,1996,2003-05-16,2013-08-30,2003,2013
/organization/virdia,Virdia,http://www.virdia.com,Clean Energy|Clean Technology,110500000,acquired,USA,CA,SF Bay Area,Redwood City,4,2007-12-01,2007-12,2007-Q4,2007,2009-06-01,2012-03-06,2009,2012
/organization/allegro-networks,Allegro Networks,http://www.allegronetworks.com,Application Platforms|Internet|Services,110000000,closed,USA,CA,SF Bay Area,San Jose,2,2000-01-01,2000-01,2000-Q1,2000,2001-10-04,2002-02-04,2001,2002
/organization/nantmobile,NantMobile,http://nantmobile.com/,Software,110000000,operating,USA,CA,Los Angeles,Culver City,4,2013-01-01,2013-01,2013-Q1,2013,2012-10-03,2014-10-31,2012,2014
/organization/omnisky,OmniSky,http://www.omnisky.com,Software,110000000,operating,USA,CA,SF Bay Area,San Francisco,2,1999-01-01,1999-01,1999-Q1,1999,2000-01-31,2000-06-12,2000,2000
/organization/avalanche-technology,Avalanche Technology,http://www.avalanche-technology.com,Flash Storage,109772047,operating,USA,CA,SF Bay Area,Fremont,7,2006-01-01,2006-01,2006-Q1,2006,2007-01-01,2015-12-02,2007,2015
/organization/zonare-medical-systems,Zonare Medical Systems,http://www.zonare.com,Health Care,109693276,acquired,USA,CA,SF Bay Area,Mountain View,5,1999-01-01,1999-01,1999-Q1,1999,2004-07-02,2010-11-18,2004,2010
/organization/alloptic,Alloptic,http://www.alloptic.com,Public Relations,109000000,closed,USA,CA,SF Bay Area,Livermore,5,1999-01-01,1999-01,1999-Q1,1999,2001-06-05,2007-12-04,2001,2007
/organization/mindbody,MINDBODY,http://mindbodyonline.com,Software,108869760,ipo,USA,CA,San Luis Obispo,San Luis Obispo,6,2001-01-01,2001-01,2001-Q1,2001,2005-10-01,2015-04-20,2005,2015
/organization/the-climate-corporation,The Climate Corporation,http://climate.com,Agriculture|Finance|FinTech|News|Risk Management,108800000,acquired,USA,CA,SF Bay Area,San Francisco,4,2006-01-01,2006-01,2006-Q1,2006,2007-01-01,2012-06-14,2007,2012
/organization/ensighten,Ensighten,http://www.ensighten.com/,E-Commerce|Enterprise Software,108500000,operating,USA,CA,SF Bay Area,San Jose,3,2009-01-01,2009-01,2009-Q1,2009,2012-09-12,2015-10-20,2012,2015
/organization/marketo,Marketo,http://www.marketo.com,Analytics|B2B|Brand Marketing|Lead Generation|Lead Management|Optimization|Software,108400000,ipo,USA,CA,SF Bay Area,San Mateo,6,2006-01-01,2006-01,2006-Q1,2006,2006-10-01,2011-11-16,2006,2011
/organization/entrisphere,Entrisphere,http://www.entrisphere.com,Web Hosting,108000000,acquired,USA,CA,SF Bay Area,Santa Clara,2,2000-01-01,2000-01,2000-Q1,2000,2002-09-11,2005-05-09,2002,2005
/organization/tabula,Tabula,http://www.tabula.com,Semiconductors,108000000,operating,USA,CA,SF Bay Area,Santa Clara,2,2003-01-01,2003-01,2003-Q1,2003,2007-08-01,2011-03-28,2007,2011
/organization/cooking-com,Cooking.com,http://www.cooking.com,Cooking|E-Commerce|Recipes,107500000,operating,USA,CA,Los Angeles,Marina Del Rey,7,1998-03-01,1998-03,1998-Q1,1998,1999-04-01,2011-12-06,1999,2011
/organization/fundbox,Fundbox,http://fundbox.com,Business Analytics|Enterprise Software|Payments|Software,107500000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2012-01,2012-Q1,2012,2014-04-10,2015-09-10,2014,2015
/organization/myoscience,MyoScience,http://www.myoscience.com,Biotechnology,107400000,operating,USA,CA,SF Bay Area,Redwood City,4,2005-01-01,2005-01,2005-Q1,2005,2008-07-11,2013-09-12,2008,2013
/organization/bionanomatrix,BioNano Genomics,http://www.bionanogenomics.com,Biotechnology|Health Diagnostics|Maps,107182814,operating,USA,CA,San Diego,San Diego,7,2003-01-01,2003-01,2003-Q1,2003,2008-03-26,2014-11-20,2008,2014
/organization/alphaeon,ALPHAEON Corporation,http://alphaeon.com,Social Commerce,107060133,operating,USA,CA,Anaheim,Irvine,2,2013-07-01,2013-07,2013-Q3,2013,2015-01-16,2015-11-20,2015,2015
/organization/primus-power,Primus Power,http://www.primuspower.com,Clean Technology,107000000,operating,USA,CA,SF Bay Area,Hayward,5,2009-08-04,2009-08,2009-Q3,2009,2010-04-12,2015-09-09,2010,2015
/organization/coinbase,Coinbase,https://www.coinbase.com,Bitcoin|E-Commerce|Personal Finance,106709590,operating,USA,CA,SF Bay Area,San Francisco,4,2012-06-01,2012-06,2012-Q2,2012,2012-09-12,2015-01-20,2012,2015
/organization/ayasdi,Ayasdi,http://www.ayasdi.com,Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning,106348982,operating,USA,CA,SF Bay Area,Menlo Park,7,2008-01-01,2008-01,2008-Q1,2008,2010-09-01,2015-03-25,2010,2015
/organization/grand-rounds,Grand Rounds,http://www.grandrounds.com,Health and Wellness|Health Care|Healthcare Services,106000000,operating,USA,CA,SF Bay Area,San Francisco,4,2011-01-01,2011-01,2011-Q1,2011,2011-01-01,2015-08-20,2011,2015
/organization/nevro,Nevro,http://www.nevro.com,Biotechnology,106000000,ipo,USA,CA,SF Bay Area,Menlo Park,2,2010-01-01,2010-01,2010-Q1,2010,2011-07-19,2013-03-07,2011,2013
/organization/gigya,Gigya,http://www.gigya.com,Enterprise Software|Identity Management,105800000,operating,USA,CA,SF Bay Area,Mountain View,7,2006-06-01,2006-06,2006-Q2,2006,2007-02-01,2014-11-04,2007,2014
/organization/sitime,SiTime,http://www.sitime.com,Computers|Semiconductors,105517223,acquired,USA,CA,SF Bay Area,Sunnyvale,7,2005-01-01,2005-01,2005-Q1,2005,2007-05-01,2014-09-23,2007,2014
/organization/packetvideo,PacketVideo,http://www.packetvideo.com,Software,105500000,acquired,USA,CA,San Diego,San Diego,2,1998-08-10,1998-08,1998-Q3,1998,2009-07-06,2013-12-16,2009,2013
/organization/catalyst-biosciences,Catalyst Biosciences,http://www.catalystbiosciences.com,Biotechnology,105114496,operating,USA,CA,SF Bay Area,South San Francisco,9,2003-01-01,2003-01,2003-Q1,2003,2006-02-09,2015-06-11,2006,2015
/organization/anki,Anki,http://anki.com,Artificial Intelligence|Cars|Consumer Electronics|Entertainment|Games|Hardware + Software|Robotics,105000000,operating,USA,CA,SF Bay Area,San Francisco,2,2010-01-05,2010-01,2010-Q1,2010,2013-06-01,2014-09-26,2013,2014
/organization/c3-jian,C3 Jian,http://www.c3-jian.com,Biotechnology|Health Diagnostics,105000000,operating,USA,CA,Los Angeles,Inglewood,3,2005-01-01,2005-01,2005-Q1,2005,2010-01-05,2014-03-17,2010,2014
/organization/intelliden,Intelliden,http://www.intelliden.com,Software,105000000,acquired,USA,CA,SF Bay Area,Menlo Park,4,2000-01-01,2000-01,2000-Q1,2000,2002-02-28,2007-05-22,2002,2007
/organization/national-funding,National Funding,https://www.nationalfunding.com/,Business Services|Financial Services,105000000,operating,USA,CA,San Diego,San Diego,2,1999-01-01,1999-01,1999-Q1,1999,2013-10-22,2015-10-13,2013,2015
/organization/pivotal,Pivotal Software,http://www.pivotal.io,Big Data|Business Intelligence|Enterprise Software|PaaS|Product Design|Product Development Services|Software,105000000,operating,USA,CA,SF Bay Area,Palo Alto,1,2013-04-01,2013-04,2013-Q2,2013,2013-04-24,2013-04-24,2013,2013
/organization/calithera-biosciences,Calithera Biosciences,http://www.calithera.com,Biotechnology,104999998,ipo,USA,CA,SF Bay Area,South San Francisco,6,2010-06-01,2010-06,2010-Q2,2010,2010-07-08,2014-07-31,2010,2014
/organization/aerohive-networks,Aerohive Networks,http://www.aerohive.com,Mobile|Technology,104952382,ipo,USA,CA,SF Bay Area,Sunnyvale,6,2006-01-01,2006-01,2006-Q1,2006,2006-07-01,2013-07-09,2006,2013
/organization/complete-genomics,Complete Genomics,http://www.completegenomics.com,Biotechnology|Life Sciences,104490061,ipo,USA,CA,SF Bay Area,Mountain View,4,2007-01-01,2007-01,2007-Q1,2007,2006-03-28,2010-08-19,2006,2010
/organization/moka5,moka5,http://www.moka5.com,Enterprise Software|Software,104300012,operating,USA,CA,SF Bay Area,Redwood City,8,2005-01-01,2005-01,2005-Q1,2005,2006-05-17,2014-10-22,2006,2014
/organization/gainsight,Gainsight,http://www.gainsight.com,Enterprise Software|Sales Automation,104250000,operating,USA,CA,SF Bay Area,Redwood City,6,2009-01-01,2009-01,2009-Q1,2009,2011-12-11,2015-11-12,2011,2015
/organization/acufocus,AcuFocus,http://www.acufocus.com,Health Care,104000000,operating,USA,CA,Anaheim,Irvine,4,2001-01-01,2001-01,2001-Q1,2001,2007-01-16,2014-09-03,2007,2014
/organization/elasticsearch,Elastic,https://www.elastic.co,Cloud Computing|Open Source|Real Time|Search|Software,104000000,operating,USA,CA,SF Bay Area,Mountain View,3,2012-02-01,2012-02,2012-Q1,2012,2012-11-08,2014-06-05,2012,2014
/organization/counsyl,Counsyl,http://www.counsyl.com,Biotechnology|Technology,103795000,operating,USA,CA,SF Bay Area,South San Francisco,6,2008-01-01,2008-01,2008-Q1,2008,2010-03-16,2014-05-08,2010,2014
/organization/tigo-energy,Tigo Energy,http://www.tigoenergy.com,Clean Technology,103662749,operating,USA,CA,SF Bay Area,Los Gatos,17,2007-01-01,2007-01,2007-Q1,2007,2008-05-23,2015-09-23,2008,2015
/organization/personalized-beauty-discovery,ipsy,http://www.ipsy.com,Beauty|Cosmetics|E-Commerce|Flash Sales|Social Commerce|Subscription Businesses,103235793,operating,USA,CA,SF Bay Area,San Mateo,3,2011-11-01,2011-11,2011-Q4,2011,2011-12-12,2015-09-14,2011,2015
/organization/linkedin,LinkedIn,http://linkedin.com,Networking|Social Media|Social Recruiting|Software,103200000,ipo,USA,CA,SF Bay Area,Mountain View,5,2003-05-05,2003-05,2003-Q2,2003,2003-11-01,2008-10-22,2003,2008
/organization/gazillion-entertainment,Gazillion Entertainment,http://gazillion.com,Games,103000000,operating,USA,CA,SF Bay Area,San Mateo,4,2005-01-01,2005-01,2005-Q1,2005,2010-11-05,2013-04-01,2010,2013
/organization/row44,Row44,http://www.row44.com,Web Hosting,103000000,closed,USA,CA,Los Angeles,Westlake Village,3,2004-01-01,2004-01,2004-Q1,2004,2008-05-20,2012-06-11,2008,2012
/organization/personal-capital,Personal Capital,http://www.personalcapital.com,Finance|FinTech|Wealth Management,102300000,operating,USA,CA,SF Bay Area,Redwood City,6,2009-07-01,2009-07,2009-Q3,2009,2009-07-01,2014-10-29,2009,2014
/organization/nerdwallet,NerdWallet,http://www.nerdwallet.com,Consumers|Credit Cards|Curated Web|Incentives|Personal Finance|Search,102000000,operating,USA,CA,SF Bay Area,San Francisco,3,2009-01-01,2009-01,2009-Q1,2009,2015-05-11,2015-10-21,2015,2015
/organization/archemix,Archemix,http://www.archemix.com,Biotechnology,101750000,operating,USA,CA,SF Bay Area,San Francisco,2,2000-01-01,2000-01,2000-Q1,2000,2002-08-15,2004-04-07,2002,2004
/organization/aurora-biofuels,Aurora Biofuels,http://www.aurorainc.com,Clean Technology,101718192,operating,USA,CA,SF Bay Area,Hayward,7,2007-01-01,2007-01,2007-Q1,2007,2007-01-24,2013-04-01,2007,2013
/organization/soraa,Soraa,http://soraa.com,Clean Technology|Lighting|Semiconductors,101600000,operating,USA,CA,SF Bay Area,Fremont,4,2008-01-01,2008-01,2008-Q1,2008,2008-02-01,2013-01-31,2008,2013
/organization/talend,Talend,http://www.talend.com,Big Data|Cloud Computing|Data Integration|Enterprise Software|Software,101580000,operating,USA,CA,SF Bay Area,Redwood City,6,2005-09-01,2005-09,2005-Q3,2005,2006-06-01,2013-12-11,2006,2013
/organization/capella,Capella Photonics,http://www.capellainc.com,Web Hosting,101505616,operating,USA,CA,SF Bay Area,San Jose,10,2000-01-01,2000-01,2000-Q1,2000,2005-09-21,2011-05-25,2005,2011
/organization/good-data,GoodData,http://www.gooddata.com,Analytics|Business Intelligence|Collaboration|Enterprise Software|SaaS,101199993,operating,USA,CA,SF Bay Area,San Francisco,9,2007-05-01,2007-05,2007-Q2,2007,2008-07-23,2014-09-10,2008,2014
/organization/arcadia-biosciences,Arcadia Biosciences,http://arcadiabio.com,Biotechnology,101000000,ipo,USA,CA,Sacramento,Davis,5,2002-01-01,2002-01,2002-Q1,2002,2005-06-15,2014-05-08,2005,2014
/organization/orexigen-therapeutics,Orexigen Therapeutics,http://www.orexigen.com,Biotechnology|Health Care,101000000,ipo,USA,CA,San Diego,La Jolla,3,2002-01-01,2002-01,2002-Q1,2002,2004-01-22,2015-09-11,2004,2015
/organization/spotrunner,Spot Runner,http://www.spotrunner.com,Advertising|Television,101000000,operating,USA,CA,Los Angeles,Los Angeles,3,2004-01-01,2004-01,2004-Q1,2004,2006-01-01,2008-05-07,2006,2008
/organization/verisilicon-holdings,VeriSilicon Holdings,http://www.verisilicon.com,Cloud Computing|Manufacturing,100948403,operating,USA,CA,SF Bay Area,Santa Clara,10,2002-01-01,2002-01,2002-Q1,2002,2003-03-01,2014-07-02,2003,2014
/organization/xenoport,Xenoport,http://xenoport.com,Biotechnology,100900000,ipo,USA,CA,SF Bay Area,Santa Clara,4,1999-01-01,1999-01,1999-Q1,1999,2002-06-01,2012-11-21,2002,2012
/organization/optiscan-biomedical,OptiScan Biomedical,http://www.optiscancorp.com,Biotechnology,100756757,operating,USA,CA,SF Bay Area,Hayward,4,1994-01-01,1994-01,1994-Q1,1994,2005-10-10,2013-02-07,2005,2013
/organization/emn8,Tillster,http://tillster.com/,Enterprise Software|Mobile Commerce|Mobile Payments,100300177,operating,USA,CA,San Diego,San Diego,10,2006-01-01,2006-01,2006-Q1,2006,2003-08-22,2013-06-26,2003,2013
/organization/marin-software,Marin Software,http://www.marinsoftware.com/index.html,Advertising|Search Marketing|Technology,100268406,ipo,USA,CA,SF Bay Area,San Francisco,9,2006-04-01,2006-04,2006-Q2,2006,2006-10-05,2013-03-05,2006,2013
/organization/reshape-medical,ReShape Medical,http://www.reshapemedical.com,Health Care,100250000,operating,USA,CA,Anaheim,San Clemente,8,2008-01-01,2008-01,2008-Q1,2008,2007-08-31,2015-08-26,2007,2015
/organization/jaunt,Jaunt,http://jauntvr.com,Software,100210000,operating,USA,CA,SF Bay Area,Palo Alto,4,2013-05-01,2013-05,2013-Q2,2013,2013-12-24,2015-09-21,2013,2015
/organization/presidio,Presidio Pharmaceuticals,http://www.presidiopharma.com,Biotechnology,100183473,operating,USA,CA,SF Bay Area,San Francisco,6,2006-01-01,2006-01,2006-Q1,2006,2007-08-29,2014-06-16,2007,2014
/organization/stem,Stem,http://www.stem.com,Enterprise Software,100097672,operating,USA,CA,SF Bay Area,Millbrae,6,2009-01-01,2009-01,2009-Q1,2009,2011-04-20,2015-08-13,2011,2015
/organization/clover-health,Clover Health,http://cloverhealth.com,Health Care,100000000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-08-01,2014-08,2014-Q3,2014,2015-09-18,2015-09-18,2015,2015
/organization/demandmedia,Demand Media,http://demandmedia.com,Advertising|Art|Content|Health and Wellness|Home & Garden|Social Media,100000000,ipo,USA,CA,Los Angeles,Santa Monica,1,2006-06-01,2006-06,2006-Q2,2006,2007-09-25,2007-09-25,2007,2007
/organization/gemfire,Gemfire,http://www.gemfire.com,Manufacturing|Semiconductors|Telecommunications,100000000,acquired,USA,CA,SF Bay Area,Fremont,2,1995-01-01,1995-01,1995-Q1,1995,2001-03-05,2007-09-01,2001,2007
/organization/hulu,Hulu,http://www.hulu.com,Content|Entertainment|Games|Office Space|Television|Video,100000000,operating,USA,CA,Los Angeles,Los Angeles,2,2007-03-01,2007-03,2007-Q1,2007,2007-08-01,2009-04-30,2007,2009
/organization/ixia,IXIA,http://www.ixiacom.com,Web Hosting,100000000,ipo,USA,CA,Los Angeles,Calabasas,1,1997-01-01,1997-01,1997-Q1,1997,2015-03-04,2015-03-04,2015,2015
/organization/lightspan-inc,Lightspan Inc.,http://www.lightspan.com,Education|K-12 Education|Online Education,100000000,operating,USA,CA,San Diego,San Diego,1,1993-01-01,1993-01,1993-Q1,1993,2001-02-14,2001-02-14,2001,2001
/organization/palm,Palm,http://www.palm.com,Mobile,100000000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,1992-01-01,1992-01,1992-Q1,1992,2008-12-23,2008-12-23,2008,2008
/organization/realtime-co,REALTIME.CO,http://www.realtime.co,Advertising|E-Commerce|Enterprise Software|Messaging|Online Shopping|Real Time,100000000,operating,USA,CA,Los Angeles,Santa Monica,1,1997-01-01,1997-01,1997-Q1,1997,2012-08-08,2012-08-08,2012,2012
/organization/dilithium-networks,Dilithium Networks,http://onmobile.com,Digital Media|Mobile,99670000,closed,USA,CA,Napa Valley,Petaluma,8,2001-01-01,2001-01,2001-Q1,2001,2003-04-23,2010-06-09,2003,2010
/organization/aquesys,AqueSys,http://www.tif.net/portfolio_aquesys.htm,Health Care|Medical Devices,99600000,acquired,USA,CA,Anaheim,Irvine,4,2006-01-01,2006-01,2006-Q1,2006,2008-07-23,2014-01-16,2008,2014
/organization/nextnav,Nextnav,http://www.nextnav.com,Navigation|Utilities,99184501,operating,USA,CA,SF Bay Area,Sunnyvale,3,2007-01-01,2007-01,2007-Q1,2007,2011-11-16,2014-07-24,2011,2014
/organization/marrone-bio-innovations,Marrone Bio Innovations,http://www.marroneorganicinnovations.com,Biotechnology|Chemicals,99150000,ipo,USA,CA,Sacramento,Davis,6,2006-01-01,2006-01,2006-Q1,2006,2007-05-02,2015-08-21,2007,2015
/organization/3d-robotics,3D Robotics,http://3drobotics.com,Drones|Manufacturing,99000000,operating,USA,CA,San Diego,San Diego,4,2009-01-01,2009-01,2009-Q1,2009,2012-11-05,2015-04-23,2012,2015
/organization/auspex-pharmaceuticals,Auspex Pharmaceuticals,http://www.auspexpharma.com,Biotechnology|Health Care,98817742,acquired,USA,CA,San Diego,La Jolla,10,2001-01-01,2001-01,2001-Q1,2001,2009-05-22,2014-01-08,2009,2014
/organization/nimble-storage,Nimble Storage,http://www.nimblestorage.com,Electronics|Enterprise Software|Flash Storage|Software|Storage|Technology,98751230,ipo,USA,CA,SF Bay Area,San Jose,5,2008-01-01,2008-01,2008-Q1,2008,2008-12-21,2012-09-10,2008,2012
/organization/ooma,ooma,http://www.ooma.com,Hardware + Software|Mobile|Peer-to-Peer|Social Media|VoIP,98432819,operating,USA,CA,SF Bay Area,Palo Alto,9,2004-01-01,2004-01,2004-Q1,2004,2005-01-01,2015-05-08,2005,2015
/organization/kythera-biopharmaceuticals,Kythera Biopharmaceuticals,http://www.kytherabiopharma.com,Biotechnology|Health Care,98400000,acquired,USA,CA,Los Angeles,Calabasas,4,2005-08-01,2005-08,2005-Q3,2005,2005-09-16,2011-09-19,2005,2011
/organization/fluidigm,Fluidigm,http://www.fluidigm.com,Biotechnology,98203214,ipo,USA,CA,SF Bay Area,South San Francisco,6,1999-01-01,1999-01,1999-Q1,1999,2004-01-06,2011-01-21,2004,2011
/organization/ceres,Ceres,http://www.ceres.net,Clean Technology|Farming,98000000,ipo,USA,CA,Los Angeles,Thousand Oaks,2,1989-01-01,1989-01,1989-Q1,1989,2007-09-27,2014-03-10,2007,2014
/organization/invisage-technologies,InVisage Technologies,http://www.invisage.com,Semiconductors,98000000,operating,USA,CA,SF Bay Area,Menlo Park,5,2006-10-01,2006-10,2006-Q4,2006,2011-02-14,2014-12-16,2011,2014
/organization/lendinghome,LendingHome,https://www.lendinghome.com/,Real Estate,98000000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-01,2013-Q1,2013,2014-08-27,2015-03-23,2014,2015
/organization/myokardia,MyoKardia,http://www.myokardia.com,Biotechnology,98000000,ipo,USA,CA,SF Bay Area,San Francisco,4,2012-01-01,2012-01,2012-Q1,2012,2012-09-20,2015-04-30,2012,2015
/organization/netgear-inc,NETGEAR,http://www.netgear.com,Hardware + Software|Telecommunications,98000000,ipo,USA,CA,SF Bay Area,San Jose,1,1996-01-01,1996-01,1996-Q1,1996,2003-08-01,2003-08-01,2003,2003
/organization/sarcode-corporation,SARcode Bioscience,http://www.sarcode.com,Biotechnology,98000000,acquired,USA,CA,SF Bay Area,Brisbane,3,2006-01-01,2006-01,2006-Q1,2006,2006-12-01,2011-07-18,2006,2011
/organization/beceem,Beceem Communications,http://www.beceem.com,Semiconductors,97800000,acquired,USA,CA,SF Bay Area,Santa Clara,5,2003-10-01,2003-10,2003-Q4,2003,2005-06-30,2009-04-22,2005,2009
/organization/crocus-technology,Crocus Technology,http://www.crocus-technology.com,Clean Technology|Semiconductors,97613550,operating,USA,CA,SF Bay Area,Santa Clara,4,2004-01-01,2004-01,2004-Q1,2004,2006-06-14,2015-06-16,2006,2015
/organization/viacyte,ViaCyte,http://www.viacyte.com,Biotechnology,97600000,operating,USA,CA,San Diego,San Diego,6,1999-01-01,1999-01,1999-Q1,1999,2006-05-03,2014-09-11,2006,2014
/organization/aryaka-networks,Aryaka Networks,http://www.aryaka.com,Enterprise Software|SaaS,97166500,operating,USA,CA,SF Bay Area,Milpitas,7,2008-11-01,2008-11,2008-Q4,2008,2009-05-22,2015-03-28,2009,2015
/organization/frs,FRS,http://www.frs.com,E-Commerce,97100000,operating,USA,CA,SF Bay Area,San Mateo,5,2004-01-01,2004-01,2004-Q1,2004,2007-06-06,2013-07-11,2007,2013
/organization/allergen-research-corporation,Allergen Research Corporation,http://allergenresearch.com,Hospitality,97000000,operating,USA,CA,SF Bay Area,San Mateo,2,2011-01-01,2011-01,2011-Q1,2011,2013-11-21,2015-03-12,2013,2015
