id,label,type,primaryCategory,allCategories,country,city,nodeDescription,startDate,endDate,latitude,longitude,SIC,url
85589E,West Siberian Resources Ltd,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
45787T,Inst of Design Engineering,Company,Services,Services;,Russian Fed,Novosibirsk,,,,55.0282215,82.9234476,8711,
43974N,Khazar Shipping Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iran,Gilan,,,,37.3388456,49.3785519,4412,
00444C,Acea SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Rome,,,,41.8935085,12.4825526,4911,
51515N,Landi Renzo SpA,Company,Mining,Mining;Mining;,Italy,Cavriago,,,,44.6941945,10.5268984,1311,
76243D,Rhone-Poulenc Italia SpA,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;Manufacturing;Manufacturing;Manufacturing;,Italy,,,,,42.6384261,12.674297,2819,
34984Y,Forum Maritime SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,,,1993-06-21,,39.000041,21.9999569,4412,
12622L,Coercit Engineering,Company,Services,Services;,Ukraine,,,,,49.4871968,31.2718321,8711,
01916C,AES Entek Elektrik Uretimi AS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,"Uskudar, Istanbul",,,,41.0293083,29.0326345,4911,
01163Z,Alarko Alsim,Company,Services,Services;,Turkey,Istanbul,,,,41.0096334,28.9651646,8711,
90371Y,Ukrneft,Company,Mining,Mining;Mining;Mining;,Ukraine,,,1993-04-07,,49.4871968,31.2718321,1311,
05882A,Baltic Shipping Line,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,,,1993-02-10,,64.6863136,97.7453061,4412,
59140E,Meta SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,80 Modena,,2003-09-23,,44.6458885,10.9255707,4911,
03921Z,Arcadia Management Shipping Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,,,,,39.000041,21.9999569,4412,
65602A,Noril'skgazprom,Company,Mining,"Transportation, Communications, Electric, Gas, And Sanitary Services;Mining;Mining;Mining;",Russian Fed,Norilsk,,,,69.3498394,88.200517,1382,
49949T,Lasmo(MP) Ltd,Company,Mining,Mining;Mining;Mining;,Italy,Portofino,,,,44.3036653,9.2093446,1311,
269265,EVN AG,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Austria,Maria Enzersdorf,,1996-08-22,,48.09284015,16.2724652987978,4911,
75968P,Renel(Romania),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Romania,,,,,45.9852129,24.6859225,4911,
50021C,Kogalymneftegaz,Company,Mining,Mining;,Russian Fed,Moscow,,1994-11-18,,55.7516335,37.6187042,1311,
00194W,A/O Samotler Services,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
74163O,Primorsk Shipping,Company,Manufacturing,Manufacturing;,Russian Fed,"Nakhdoka,Primorsky Territory",,,,,,3731,
00276X,ABB,Company,Services,Services;,Russian Fed,,,,,64.6863136,97.7453061,8711,
87854L,Techint Finanziaria Srl,Company,Manufacturing,Manufacturing;,Italy,Milan,,,,45.4667971,9.1904984,3569,
46674H,JSC Uralkali,Company,Manufacturing,Manufacturing;Mining;,Russian Fed,Pervouralsk,,,,56.904859,59.9431194,2819,
87854N,Techint Group,Company,Services,Services;,Italy,Milan,,,,45.4667971,9.1904984,8711,
29277F,Energie Steiermark AG,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Austria,Graz,,,,47.0702563,15.4385716,4911,
87889P,Tedea Ltd,Company,Manufacturing,Manufacturing;,Israel,Herzliya Pituach,,,,32.1742238,34.8079236,3823,
92397T,Valbart Srl,Company,Manufacturing,Wholesale Trade;Manufacturing;,Italy,Mezzago (Milan),,,,,,3491,
90003V,Turcas Petrol AS,Company,Mining,"Wholesale Trade;Mining;Manufacturing;Retail Trade;Retail Trade;Finance, Insurance, And Real Estate;Mining;Mining;",Turkey,Istanbul,,2006-12-30,,41.0096334,28.9651646,1311,
1A7859,Hellenic Electricity,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,,,37.9841493,23.7279843,4911,
67228N,OAO Gas Oil,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
72361A,Pinnacle Turkey Inc,Company,Mining,Mining;Mining;Mining;,Turkey,,,2008-04-07,,38.9597594,34.9249653,1311,
63144H,Nadra Ukrainy,Company,Mining,Mining;Mining;Mining;,Ukraine,Kyiv,,2007-07-12,,50.4501071,30.5240501,1311,
57936F,McCallan Oil&Gas MesgbH,Company,Mining,Mining;,Austria,,,,,47.2000338,13.199959,1311,
60710W,Mobil Expl Mediterranean Inc,Company,Mining,Mining;,Turkey,,,,,38.9597594,34.9249653,1311,
60710R,Mobil Oil Tulpar Inc(Mobil),Company,Mining,Mining;,Kazakhstan,,,1995-04-17,,47.2286086,65.2093197,1311,
90379J,Ukos Petroleum Bulgaria,Company,Mining,Mining;,Bulgaria,,,1999-04-14,,42.6073975,25.4856617,1311,
90379E,Ukrenergo,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Ukraine,Kyiv,,,,50.4501071,30.5240501,4911,
71674Y,Petrosan,Company,Mining,Mining;,Turkey,,,,,38.9597594,34.9249653,1311,
90113V,Tver Steklor(Russia),Company,Manufacturing,Manufacturing;,Russian Fed,,,,,64.6863136,97.7453061,3221,
63576Y,National Electricity Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,,,,,42.6073975,25.4856617,4911,
87673N,Tbilgaz(Georgia),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Georgia,,,,,32.3293809,-83.1137365,4911,
05259I,Austrian Danube Steamship Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Austria,,,1991-04-15,,47.2000338,13.199959,4412,
293624,Ente Nazionale per l'Energia,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Rome,,1997-05-29,,41.8935085,12.4825526,4911,
293623,Ente Nazionale Idrocarburi,Company,Mining,"Construction;Wholesale Trade;Wholesale Trade;Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;Manufacturing;Manufacturing;Construction;Retail Trade;Manufacturing;Manufacturing;Services;Manufacturing;Mining;Finance, Insurance, And Real Estate;Mining;Manufacturing;Mining;",Italy,Roma,,1993-02-23,,41.8935085,12.4825526,1311,
29362V,Ente Nazionale Idrocarburi SpA,Company,Mining,Mining;,Italy,Roma,,1995-06-26,,41.8935085,12.4825526,1381,
85771I,Statni Plavebni Serava,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Czech Republic,"Melnik,Czechoslovakia Republic",,1991-03-11,,,,4412,
98916H,Zarubezhnegtegaz,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,1990-10-12,,55.7516335,37.6187042,1311,
55967J,MOL Plc,Company,Mining,"Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;Wholesale Trade;Wholesale Trade;Mining;Manufacturing;Wholesale Trade;Mining;Mining;",Hungary,Budapest,,2007-09-10,,47.4983815,19.0404707,1311,
0C9388,Altair Semiconductor Ltd,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;,Israel,Hod Hasharon,,,,32.1561974,34.8930354,3823,
77926C,Rouno Nuclear Power Station,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Ukraine,,,,,49.4871968,31.2718321,4911,
46277W,Islamic Republic of Iran,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iran,Tehran,,,,35.686172,51.4223519,4412,
00865E,Agronaftexservis,Company,Mining,Mining;,Ukraine,,,,,49.4871968,31.2718321,1381,
84344X,Shemen Oil & Gas Resources Ltd,Company,Mining,Mining;Mining;Mining;,Israel,Petah Tikva,,2012-11-13,,32.0877639,34.8859985,1311,
88006N,Tecnosistemi SpA,Company,Construction,Construction;,Italy,Settimo Milanese,,,,45.4803094,9.0553555,1623,
19268K,Cogeme SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Services;Services;Services;Public Administration;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Rovato (Bs),,2006-07-28,,45.5670385,9.9986008,4924,
01346P,Albpetrol SH.A.,Company,Mining,Mining;,Albania,Fier,,,,40.7250935,19.5582186,1311,
04434H,Ascent Hungary,Company,Mining,Mining;Mining;Mining;,Hungary,,,,,47.1817585,19.5060937,1311,
57028J,Marittima Fluviale of Savonna,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Savona,,,,44.3080251,8.4810315,4412,
14949Z,Cavagna Group SpA,Company,Manufacturing,Wholesale Trade;Manufacturing;,Italy,Brescia,,,,45.5399392,10.2204897,3491,
29203K,EOL LLC,Company,Manufacturing,Manufacturing;Wholesale Trade;,Russian Fed,Moscow,,,,55.7516335,37.6187042,3569,
88535P,Turgas SA,Company,Mining,Mining;Mining;Mining;,Turkey,,,2008-11-17,,38.9597594,34.9249653,1311,
89701C,Trombini Group,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Italy,Ravenna,,,,44.4161414,12.2017617,4412,
35952G,Fugro Maklina,Company,Mining,Mining;,Turkey,,,1993-06-25,,38.9597594,34.9249653,1311,
90419Z,Udmurtia Oil Company,Company,Mining,Mining;,Russian Fed,Udmurtia,,1998-03-06,,57.1982875,52.7618345382518,1311,
4A4440,SC Comproiect 92 SA,Company,Services,Services;,Romania,,,,,45.9852129,24.6859225,8711,
00618Z,Akkok Sanayi ve Yatirim,Company,Manufacturing,"Finance, Insurance, And Real Estate;Wholesale Trade;Finance, Insurance, And Real Estate;Manufacturing;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Turkey,Istanbul,,,,41.0096334,28.9651646,2819,
81802L,Servizi per l'Energia Srl,Company,Services,Services;Services;,Italy,Genoa,,,,44.40726,8.9338624,8711,
00117L,Agip Azerbaijan BV,Company,Mining,Mining;,Azerbaijan,,,1995-06-02,,40.3936294,47.7872508,1311,
67220T,Korporatsiya Ordabasy,Company,Mining,Mining;Mining;Mining;,Kazakhstan,Almaty,,,,43.21984255,76.9183518874968,1311,
76519J,Quest Holdings SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Services;Services;Services;Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,,,37.9841493,23.7279843,4911,
45473E,RusGidro,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Krasnoiarsk,,,,56.0082657,92.8706219,4911,
91125V,United Oil Co,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,,,55.7516335,37.6187042,1311,
91802X,Utility Acea,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,,,1999-02-02,,42.6384261,12.674297,4931,
82257V,Shell Egypt-Egyptian Oil,Company,Mining,Mining;,Egypt,,,,,26.2540493,29.2675469,1311,
58496Z,Megionneftegaz,Company,Mining,Mining;Mining;,Russian Fed,,,1994-05-01,,64.6863136,97.7453061,1311,
58496T,Megionneftegazgeologiya,Company,Mining,Mining;,Russian Fed,,,1994-05-01,,64.6863136,97.7453061,1311,
00728W,Agro Mier,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Egypt,,,,,26.2540493,29.2675469,6211,
04123N,Arkhangelskgeologia(Russia),Company,Mining,Mining;,Russian Fed,,,1992-06-18,,64.6863136,97.7453061,1311,
88825T,TVK,Company,Manufacturing,Manufacturing;Manufacturing;,Hungary,Tiszaujvaros,,1994-11-16,,47.9280341,21.0467056,2819,
80460A,Savske Elektrarne Ljubljana,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Slovenia,,,1998-07-29,,45.8133113,14.4808369,4911,
Enagas_node,Enagas SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Spain,Madrid,,,,40.4167047,-3.7035824,4923,
92232L,Petreco Petroleum Company,Company,Mining,Mining;Mining;Mining;Mining;,Bulgaria,,,,,42.6073975,25.4856617,1311,
15675M,Ceres Hellenic Shipping Entps,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Piraeus,,,,37.9440078,23.6483599,4412,
29558E,Enel Produzione SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Rome,,2010-06-02,,41.8935085,12.4825526,4911,
26874R,ENI SpA,Company,Mining,"Construction;Wholesale Trade;Wholesale Trade;Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;Manufacturing;Manufacturing;Construction;Retail Trade;Manufacturing;Manufacturing;Services;Manufacturing;Mining;Finance, Insurance, And Real Estate;Mining;Manufacturing;Mining;",Italy,Roma,,1997-05-29,,41.8935085,12.4825526,1311,
30192F,Exxon Azerbajan(Exxon Corp),Company,Mining,Mining;,Azerbaijan,,,1998-02-03,,40.3936294,47.7872508,1311,
76142T,Reussag Wasser und Rohrtechnik,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Croatia,,,1998-10-22,,45.5643442,17.0118954,4925,
90010R,Turkwind Energie Ltd,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,,,,,38.9597594,34.9249653,4911,
03226Z,Anadolu Shipping Inc,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,"Uskudar, Istanbul",,,,41.0293083,29.0326345,4412,
64137L,Nessuah Zannex Ltd,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Israel,Ramat Gan,,,,32.0724892,34.824244,6211,
69494V,Pasubio Group Srl,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Schio (Vi),,,,45.7112148,11.3555202,4922,
36499Y,Garanti Yatirim Menkul,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Turkey,Istanbul,,,,41.0096334,28.9651646,6211,
11891K,Budapesti Eromu Rt,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Hungary,Budapest,,,,47.4983815,19.0404707,4911,
30723E,Far Eastern Shipbuilding,Company,Manufacturing,Manufacturing;,Russian Fed,,,,,64.6863136,97.7453061,3731,
67028Q,Nuclear Power Plants Authority,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Egypt,,,1993-02-20,,26.2540493,29.2675469,4911,
79629Y,Salzburg AG,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Austria,Salzburg,,,,47.7981346,13.0464806,4911,
05211X,Ausimont Srl(Montedison SpA),Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;,Italy,"Bollate, Milan",,,,45.543835,9.1177075,2819,
79521A,Salini Costruttori SpA,Company,Services,Services;,Italy,Milano,,,,45.4667971,9.1904984,8711,
76677T,Rinako Plus,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Russian Fed,,,,,64.6863136,97.7453061,6211,
49028V,Iraqi Ministry of Electricity,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iraq,Baghdad,,,,33.3024248,44.3787992,4911,
48813M,KGNT Holding,Company,Mining,Mining;Mining;Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
77537P,RAG Rohoel-Aufsuchungs AG,Company,Mining,Mining;Mining;Mining;,Austria,Vienna,,,,48.2083537,16.3725042,1311,
88217Y,TGC-4,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Tula,,,,54.1938261,37.6158717,4911,
73047J,Poalim Capital Markets,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Israel,Tel Aviv,,,,32.0804808,34.7805274,6211,
84603A,Sovkomflot,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Moscow,,,,55.7516335,37.6187042,4412,
05308E,Austrian Petroleum & Gas,Company,Mining,Mining;,Austria,,,,,47.2000338,13.199959,1311,
25153M,Drejtoria Pergjitheshmer DHF,Company,Mining,"Manufacturing;Transportation, Communications, Electric, Gas, And Sanitary Services;Mining;",Albania,,,,,41.000028,19.9999619,1311,
78897L,Srbijagas,Company,Mining,Mining;Mining;Mining;,Serbia,Novi Sad,,,,45.2551053,19.845081,1311,
79333F,St Petersburg Control Sys Plan,Company,Manufacturing,Manufacturing;,Russian Fed,St Petersburg,,,,59.9393657,30.3153628,3823,
45650H,INA dd,Company,Mining,Mining;,Croatia,Rijeka,,1996-02-27,,45.3269357,14.4409841,1311,
50101P,Krimenerho,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Ukraine,Simferopol,,1992-02-24,,44.9521394,34.1024575,4911,
01567T,OOO ArkhTekhnoProm,Company,Construction,Construction;,Russian Fed,,,,,64.6863136,97.7453061,1623,
63660Q,National Iranian Oil Co,Company,Mining,Mining;Mining;Mining;,Iran,Tehran,,2004-02-25,,35.686172,51.4223519,1311,
63660A,National Iranian Gas Co(Iran),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Iran,,,,,32.9407496,52.9471344,4931,
87012N,Telloil Co,Company,Mining,Mining;Mining;Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
63338Y,Namvaran Engineering & Mgmt Co,Company,Services,Services;Services;Services;,Iran,Tehran,,,,35.686172,51.4223519,8711,
83610W,Soyuzmorgeo(Russia),Company,Mining,Mining;Mining;,Russian Fed,,,1995-01-01,,64.6863136,97.7453061,1311,
1A5188,APS Ambalaj Paketleme Sanayi,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;Wholesale Trade;Manufacturing;,Turkey,"Tuzla, Istanbul",,,,40.8166668,29.3008332,3221,
1E8888,WESTOIL LLC,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
62920E,NK Slavneft,Company,Mining,Mining;Mining;,Russian Fed,Moscow,,1999-04-14,,55.7516335,37.6187042,1311,
30493M,FGTecnopolo SpA,Company,Services,Services;,Italy,Rome,,,,41.8935085,12.4825526,8711,
Rosneft_node,Rosneft,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,1992-07-24,,55.7516335,37.6187042,1311,
46835A,Israeli Test House Ltd,Company,Services,Services;,Israel,Migdal Ha'Emek,,,,32.6765718,35.2413237,8711,
Wintershall_node,Wintershall Holding GmbH,Company,Mining,"Mining;Mining;Mining;Transportation, Communications, Electric, Gas, And Sanitary Services;",Germany,Kassel,,1990-10-12,,51.3090209,9.4762981,1311,
24552W,Degaz,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Hungary,Szeged,,,,46.2546312,20.1486016,4922,
98953Y,Zignago Vetro SpA,Company,Manufacturing,Manufacturing;,Italy,Fossalta Di Portogruaro,,2010-07-22,,45.7917474,12.9090234,3221,
98928N,Zorlu Enerji Elektrik Uretim,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Bursa,,,,40.1827061,29.0667635,4911,
70453M,Paz Oil Co Ltd,Company,Mining,Mining;Mining;Mining;,Israel,Netanya,,,,32.3286181,34.8566246,1311,
70453C,Paz Oil Exploration Ltd,Company,Mining,Mining;,Israel,,,1992-02-11,,30.8760272,35.0015196,1311,
12033T,Bulgartransgaz EAD,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,Sofia,,,,42.6977211,23.3225964,4922,
29281H,Energie AG Oberoesterreich,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Public Administration;Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Austria,Linz,,,,48.3059078,14.286198,4911,
50078E,Krasnoleninsk Oil and Gas,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
78389V,SCI(Val Morsone),Company,Mining,Mining;,Italy,,,,,42.6384261,12.674297,1311,
91275Z,Unimar Logistics Inc,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Izmir,,,,38.4153421,27.144474,4412,
49372J,Phoenix Resources Co of Egypt,Company,Mining,Mining;,Egypt,,,1994-06-27,,26.2540493,29.2675469,1311,
63022F,Naftohaz Ukrainy,Company,Mining,Mining;Mining;Mining;,Ukraine,Kyiv,,2006-01-31,,50.4501071,30.5240501,1311,
90250T,OAO Tyumenneftegeofizika,Company,Mining,Mining;,Russian Fed,Tyumen,,1993-04-07,,57.1535343,65.5422759,1382,
74387P,Prometheus Gas SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,,,,,39.000041,21.9999569,4922,
63579F,NEK,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,Sofia,,,,42.6977211,23.3225964,4911,
67123C,Nurgun Group,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Azerbaijan,,,,,40.3936294,47.7872508,6211,
89350K,Transelectrica SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Romania,Bucharest,,,,44.4361414,26.1027443,4911,
12542X,CHV Litivnov(Czechoslovakia),Company,Mining,Mining;,Czech Republic,,,,,49.8167003,15.4749544,1311,
65563L,Nordline First Hungarian Sec,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Hungary,,,,,47.1817585,19.5060937,6211,
9045JN,Undisclosed Iraqi Co,Company,Mining,Mining;,Iraq,,,1997-03-25,,33.0955793,44.1749775,1381,
73199H,Polyarnyuralgeologiya(Russia),Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1382,
27519Q,East Shuqair Oilfield,Company,Mining,Mining;,Egypt,,,,,26.2540493,29.2675469,1311,
98455W,OKB im A S Yakovlev,Company,Services,Services;Manufacturing;,Russian Fed,Moscow,,,,55.7516335,37.6187042,8711,
91730Y,Uninsk NGDU(Russia),Company,Mining,Mining;,Russian Fed,,,1992-06-25,,64.6863136,97.7453061,1311,
79663V,Samaragaz OAO,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Samara,,,,53.1986275,50.113988,4924,
65391X,Nikolyev,Company,Manufacturing,Manufacturing;,Ukraine,,,,,49.4871968,31.2718321,3731,
83279K,Sorgenia SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Milan,,,,45.4667971,9.1904984,4911,
48567N,Karazhambasmunai(Kazakhstan),Company,Mining,Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
36736A,Gas-Oil SA,Company,Mining,Mining;Mining;Mining;,Russian Fed,Kaliningrad,,,,54.7066422,20.5105166,1311,
